net,training_dataset,num_params,depth,lr,acc_1,acc_2,acc_3,acc_4,acc_5,acc_6,acc_7,acc_8,acc_9,acc_10,acc_11,acc_12,acc_13,acc_14,acc_15,acc_16,acc_17,acc_18,acc_19,acc_20
"[C(128,1,1), P(2,2), D(1,4), C(128,5,1), C(256,3,1), D(2,4), C(256,5,1), C(256,5,1), D(3,4), C(128,5,1), C(64,3,1), D(4,4), SM(10)]",svhn,4911488,9,0.001,0.392,0.8174,0.85,0.8768,0.8838,0.9038,0.9056,0.9074,0.9148,0.9118,0.921,0.9226,0.9232,0.9236,0.9242,0.9246,0.9244,0.9254,0.9248,0.9254
"[C(128,1,1), C(256,5,1), D(1,4), C(128,5,1), P(3,2), D(2,4), C(256,5,1), C(256,5,1), D(3,4), C(128,5,1), SM(10)]",svhn,5325184,8,0.0004,0.8046,0.8814,0.9032,0.9138,0.9158,0.9286,0.9334,0.9304,0.9314,0.935,0.9392,0.94,0.9394,0.9392,0.937,0.9398,0.9396,0.9394,0.9396,0.938
"[C(128,1,1), C(256,5,1), D(1,4), C(128,5,1), C(256,3,1), D(2,4), C(256,5,1), C(128,1,1), D(3,4), C(128,5,1), SM(10)]",svhn,4424064,8,0.000064,0.7882,0.8568,0.8788,0.8976,0.8962,0.9134,0.9136,0.9158,0.9144,0.914,0.9194,0.9216,0.92,0.9196,0.9202,0.9196,0.9196,0.9196,0.9202,0.9184
"[C(128,1,1), C(256,5,1), D(1,4), C(256,1,1), P(5,3), D(2,4), C(256,5,1), C(64,5,1), D(3,4), C(128,5,1), SM(10)]",svhn,3547520,8,0.00016,0.375,0.7996,0.8448,0.8678,0.8624,0.9032,0.9044,0.9062,0.9094,0.91,0.9194,0.9204,0.92,0.9216,0.9216,0.9226,0.9232,0.9232,0.9246,0.9244
"[C(64,3,1), C(256,1,1), D(1,6), C(256,3,1), C(128,1,1), D(2,6), C(512,3,1), C(512,5,1), D(3,6), C(128,5,1), C(128,1,1), D(4,6), C(256,5,1), C(512,5,1), D(5,6), C(256,3,1), C(128,3,1), D(6,6), SM(10)]",svhn,15156928,13,0.00016,0.8456,0.8956,0.9044,0.9164,0.9198,0.9336,0.934,0.9316,0.9292,0.9286,0.9378,0.9378,0.9362,0.9374,0.937,0.9368,0.9376,0.9388,0.938,0.937
"[C(128,1,1), C(256,5,1), D(1,4), C(64,3,1), C(256,3,1), D(2,4), C(256,5,1), C(256,5,1), D(3,4), C(128,5,1), SM(10)]",svhn,5620096,8,0.00016,0.6086,0.8648,0.886,0.8912,0.8998,0.9056,0.9074,0.9054,0.9052,0.903,0.9058,0.9038,0.9044,0.9012,0.9006,0.9036,0.9032,0.9036,0.9034,0.9036
"[C(128,1,1), P(2,2), D(1,4), C(128,5,1), C(256,3,1), D(2,4), C(256,5,1), C(64,5,1), D(3,4), C(128,5,1), C(256,5,1), D(4,4), SM(10)]",svhn,5415296,9,0.001,0.6392,0.79,0.8492,0.8438,0.8598,0.8864,0.8986,0.9014,0.9028,0.911,0.9184,0.914,0.9196,0.9228,0.9234,0.9244,0.9238,0.9248,0.9244,0.9258
"[C(128,1,1), C(256,5,1), D(1,6), C(128,5,1), C(256,3,1), D(2,6), C(512,3,1), C(512,5,1), D(3,6), C(128,5,1), C(128,5,1), D(4,6), C(128,5,1), C(128,5,1), D(5,6), C(256,3,1), C(128,3,1), D(6,6), SM(10)]",svhn,13271424,13,0.0004,0.7694,0.8836,0.9002,0.9118,0.922,0.9366,0.937,0.9336,0.9382,0.9366,0.94,0.9388,0.938,0.937,0.9376,0.938,0.9386,0.9374,0.9378,0.9384
"[C(128,1,1), C(64,1,1), D(1,5), C(128,5,1), C(256,3,1), D(2,5), C(256,5,1), C(64,5,1), D(3,5), C(128,5,1), C(256,3,1), D(4,5), C(128,1,1), SM(10)]",svhn,3105152,10,0.000026,0.648,0.702,0.7352,0.7768,0.8378,0.854,0.858,0.8622,0.8646,0.873,0.8756,0.8752,0.8754,0.8758,0.8768,0.877,0.877,0.876,0.8766,0.8776
"[C(128,1,1), P(3,2), D(1,4), C(64,3,1), C(256,3,1), D(2,4), C(256,5,1), P(5,3), D(3,4), C(512,1,1), SM(10)]",svhn,2253184,8,0.0004,0.6002,0.7754,0.8164,0.8342,0.851,0.87,0.8762,0.8808,0.883,0.8818,0.89,0.892,0.8926,0.8916,0.8938,0.8952,0.8956,0.8946,0.8954,0.8962
"[C(128,1,1), C(256,5,1), D(1,4), C(128,5,1), C(256,1,1), D(2,4), C(256,3,1), C(256,1,1), D(3,4), C(128,5,1), SM(10)]",svhn,3555712,8,0.0004,0.307,0.8188,0.8414,0.8544,0.87,0.8896,0.8906,0.8916,0.8962,0.894,0.9034,0.9038,0.9024,0.9052,0.9038,0.9044,0.9046,0.905,0.9048,0.9048
"[C(128,1,1), C(256,5,1), D(1,2), C(256,5,1), SM(10)]",svhn,4096384,4,0.000064,0.5504,0.763,0.814,0.8176,0.8362,0.8604,0.8634,0.865,0.8674,0.8646,0.8734,0.8752,0.8718,0.8744,0.8744,0.8754,0.8758,0.875,0.8752,0.8754
"[C(128,1,1), C(256,5,1), D(1,4), C(128,5,1), C(256,3,1), D(2,4), C(256,5,1), C(512,1,1), D(3,4), C(512,1,1), C(64,3,1), D(4,4), SM(10)]",svhn,4297088,9,0.00016,0.7338,0.8382,0.8766,0.8756,0.8942,0.9122,0.9128,0.9162,0.9146,0.9198,0.9276,0.9262,0.9282,0.927,0.928,0.928,0.9282,0.9282,0.9286,0.9286
"[C(128,1,1), C(256,5,1), D(1,4), C(128,5,1), C(256,3,1), D(2,4), C(256,5,1), C(512,1,1), D(3,4), C(512,3,1), C(256,5,1), D(4,4), SM(10)]",svhn,10977664,9,0.00016,0.8238,0.8544,0.879,0.8826,0.897,0.9136,0.922,0.9228,0.9256,0.9304,0.9344,0.936,0.9348,0.9344,0.9346,0.9346,0.935,0.934,0.9354,0.935
"[C(128,3,1), P(2,2), D(1,4), C(128,5,1), C(256,5,1), D(2,4), C(256,5,1), C(256,1,1), D(3,4), C(128,5,1), SM(10)]",svhn,4164992,8,0.001,0.7734,0.8442,0.8738,0.882,0.874,0.9172,0.9222,0.922,0.9228,0.9248,0.9326,0.932,0.9322,0.9336,0.933,0.936,0.9364,0.9364,0.9364,0.9384
"[C(512,3,1), C(256,5,1), D(1,4), C(128,5,1), C(256,3,1), D(2,4), C(256,5,1), C(512,5,1), D(3,4), C(128,5,1), C(256,5,1), D(4,4), SM(10)]",svhn,13415936,9,0.000064,0.7816,0.8672,0.8906,0.9048,0.9164,0.929,0.9282,0.9272,0.9286,0.9264,0.9308,0.9318,0.9332,0.9314,0.9302,0.9316,0.9312,0.9308,0.9316,0.9308
"[C(128,3,1), P(2,2), D(1,5), C(128,5,1), C(256,5,1), D(2,5), C(256,5,1), C(512,3,1), D(3,5), C(128,5,1), C(256,5,1), D(4,5), C(64,1,1), SM(10)]",svhn,6528384,10,0.001,0.73,0.856,0.8852,0.898,0.9028,0.9232,0.9228,0.927,0.9236,0.9246,0.938,0.9382,0.9394,0.938,0.9368,0.9378,0.9382,0.9386,0.9372,0.937
"[C(128,3,1), C(128,5,1), D(1,3), C(64,3,1), C(256,3,1), D(2,3), C(256,5,1), SM(10)]",svhn,3911040,6,0.0004,0.2802,0.7068,0.7576,0.7804,0.8244,0.853,0.8724,0.8778,0.8782,0.88,0.8898,0.8904,0.8934,0.8926,0.8946,0.8966,0.8968,0.8974,0.897,0.8978
"[C(512,1,1), P(2,2), D(1,6), C(128,5,1), C(256,5,1), D(2,6), C(256,5,1), C(256,1,1), D(3,6), C(128,5,1), C(64,1,1), D(4,6), C(256,5,1), C(128,1,1), D(5,6), C(256,3,1), C(128,3,1), D(6,6), SM(10)]",svhn,6170112,13,0.0004,0.7738,0.8696,0.8904,0.9008,0.908,0.9226,0.9224,0.9258,0.9224,0.9274,0.933,0.9334,0.9324,0.9322,0.9328,0.9322,0.933,0.9328,0.9324,0.933
"[C(64,1,1), C(128,3,1), D(1,4), C(64,5,1), C(256,3,1), D(2,4), C(256,5,1), C(512,5,1), D(3,4), C(128,5,1), SM(10)]",svhn,7389376,8,0.0004,0.7798,0.8598,0.8908,0.8852,0.8814,0.9114,0.9084,0.9042,0.9096,0.9078,0.9124,0.9116,0.9108,0.9096,0.9096,0.9098,0.9102,0.9096,0.9096,0.9108
"[C(64,5,1), C(128,5,1), D(1,5), C(64,3,1), C(256,3,1), D(2,5), C(256,5,1), C(512,5,1), D(3,5), C(128,5,1), P(2,2), D(4,5), C(128,1,1), SM(10)]",svhn,7017152,10,0.00016,0.7792,0.8488,0.8724,0.8788,0.8998,0.9204,0.9216,0.9246,0.9248,0.9256,0.9348,0.9348,0.933,0.9338,0.9338,0.9352,0.9358,0.9366,0.9368,0.9374
"[C(128,3,1), P(2,2), D(1,5), C(64,5,1), C(256,3,1), D(2,5), C(256,5,1), C(256,1,1), D(3,5), C(128,5,1), C(256,5,1), D(4,5), C(64,1,1), SM(10)]",svhn,3718528,10,0.0004,0.7892,0.8492,0.8724,0.8762,0.8936,0.9166,0.9164,0.917,0.9204,0.9202,0.9276,0.927,0.9264,0.928,0.927,0.9272,0.9282,0.9268,0.9284,0.9272
"[C(128,3,1), C(64,5,1), D(1,4), C(128,5,1), C(256,3,1), D(2,4), C(256,5,1), C(512,5,1), D(3,4), C(128,5,1), SM(10)]",svhn,7671168,8,0.0004,0.7568,0.8692,0.8822,0.8922,0.9054,0.9204,0.9218,0.92,0.9222,0.921,0.9258,0.926,0.925,0.9246,0.9256,0.9264,0.9238,0.9252,0.9248,0.9252
"[C(128,3,1), P(2,2), D(1,4), C(128,5,1), C(256,5,1), D(2,4), C(256,5,1), C(256,1,1), D(3,4), C(256,1,1), C(64,5,1), D(4,4), SM(10)]",svhn,3513728,9,0.00016,0.6602,0.8486,0.885,0.8954,0.9068,0.9196,0.9218,0.9276,0.924,0.9276,0.931,0.931,0.9298,0.9314,0.933,0.9324,0.932,0.9332,0.933,0.9326
"[C(64,5,1), C(256,1,1), D(1,4), C(128,5,1), C(256,5,1), D(2,4), P(2,2), C(256,1,1), D(3,4), C(256,1,1), C(64,5,1), D(4,4), SM(10)]",svhn,2302656,9,0.001,0.7796,0.8254,0.8338,0.8554,0.871,0.8854,0.8884,0.8908,0.896,0.8976,0.9032,0.9044,0.9044,0.9036,0.9034,0.906,0.9062,0.9062,0.9072,0.907
"[C(64,5,1), C(256,1,1), D(1,4), C(128,5,1), C(64,5,1), D(2,4), C(256,5,1), C(256,1,1), D(3,4), C(256,1,1), C(64,5,1), D(4,4), SM(10)]",svhn,2097856,9,0.0004,0.3246,0.781,0.8322,0.8528,0.862,0.8808,0.8894,0.891,0.895,0.9002,0.9022,0.905,0.9074,0.9066,0.9084,0.9082,0.9078,0.9082,0.908,0.9076
"[C(64,5,1), C(256,1,1), D(1,5), C(128,5,1), C(128,3,1), D(2,5), C(256,5,1), C(256,1,1), D(3,5), C(256,1,1), C(256,5,1), D(4,5), C(64,1,1), SM(10)]",svhn,3596992,10,0.001,0.6776,0.765,0.8282,0.8598,0.881,0.9106,0.9118,0.916,0.9148,0.9154,0.9178,0.917,0.9176,0.9188,0.9156,0.923,0.9212,0.9218,0.9214,0.9206
"[C(64,5,1), C(64,5,1), D(1,4), C(128,5,1), C(256,5,1), D(2,4), C(256,5,1), C(256,1,1), D(3,4), C(128,1,1), C(256,5,1), D(4,4), SM(10)]",svhn,5325504,9,0.001,0.7654,0.8114,0.8322,0.8646,0.8852,0.9096,0.9102,0.9164,0.9184,0.9192,0.923,0.9224,0.9246,0.9226,0.9254,0.9284,0.9276,0.9274,0.9266,0.927
"[C(64,3,1), C(256,1,1), D(1,5), C(128,5,1), C(256,5,1), D(2,5), C(256,5,1), C(64,5,1), D(3,5), C(128,5,1), C(256,5,1), D(4,5), C(64,1,1), SM(10)]",svhn,4748992,10,0.00016,0.7712,0.849,0.8674,0.879,0.8936,0.9148,0.9138,0.914,0.9166,0.9164,0.926,0.927,0.927,0.9266,0.9272,0.9274,0.9266,0.9262,0.9254,0.9262
"[C(64,5,1), C(256,1,1), D(1,4), C(128,5,1), C(256,5,1), D(2,4), C(256,5,1), C(256,1,1), D(3,4), C(256,1,1), C(64,5,1), D(4,4), SM(10)]",svhn,3941056,9,0.00016,0.7698,0.8504,0.8784,0.8876,0.9056,0.9156,0.9184,0.9212,0.92,0.9212,0.9268,0.928,0.9268,0.9276,0.9274,0.928,0.9278,0.9288,0.9296,0.928
"[C(512,5,1), C(64,5,1), D(1,4), C(128,5,1), C(256,5,1), D(2,4), C(256,5,1), C(256,1,1), D(3,4), C(256,1,1), C(64,5,1), D(4,4), SM(10)]",svhn,4163072,9,0.0004,0.7978,0.8518,0.8642,0.8642,0.8784,0.895,0.8984,0.8978,0.9032,0.9034,0.9096,0.9102,0.9102,0.9108,0.9112,0.9116,0.9106,0.9114,0.9118,0.9124
"[C(512,5,1), C(64,5,1), D(1,4), P(2,2), C(128,1,1), D(2,4), C(256,5,1), C(256,1,1), D(3,4), C(256,1,1), C(64,5,1), D(4,4), SM(10)]",svhn,2328064,9,0.00016,0.6764,0.8108,0.8448,0.872,0.8806,0.8956,0.8994,0.9,0.9016,0.9032,0.9096,0.91,0.9104,0.9124,0.9114,0.9118,0.9112,0.9116,0.9114,0.9106
"[C(64,5,1), C(256,1,1), D(1,4), C(128,5,1), C(256,5,1), D(2,4), C(256,5,1), C(256,1,1), D(3,4), C(64,1,1), C(64,5,1), D(4,4), SM(10)]",svhn,3584704,9,0.0004,0.7688,0.833,0.8652,0.8784,0.8848,0.9086,0.912,0.9124,0.9152,0.917,0.9212,0.9222,0.922,0.923,0.9222,0.9232,0.9226,0.9214,0.9234,0.923
"[C(64,5,1), C(256,1,1), D(1,4), C(512,5,1), C(256,3,1), D(2,4), C(256,5,1), C(64,3,1), D(3,4), C(64,1,1), C(64,5,1), D(4,4), SM(10)]",svhn,6472384,9,0.001,0.7058,0.7604,0.7824,0.8036,0.8384,0.8666,0.8756,0.8786,0.883,0.8918,0.8986,0.9024,0.9026,0.9024,0.9038,0.9108,0.9096,0.909,0.9104,0.9094
"[C(64,5,1), C(256,1,1), D(1,6), C(128,1,1), C(64,5,1), D(2,6), C(256,5,1), C(256,1,1), D(3,6), C(256,5,1), C(64,5,1), D(4,6), C(512,3,1), C(128,1,1), D(5,6), C(256,3,1), C(128,3,1), D(6,6), SM(10)]",svhn,3879616,13,0.0004,0.6902,0.8044,0.8496,0.8712,0.8846,0.9026,0.9032,0.909,0.9108,0.9108,0.916,0.9148,0.9136,0.9176,0.9164,0.9202,0.9198,0.9192,0.9206,0.9198
"[C(64,5,1), C(256,1,1), D(1,6), C(128,5,1), C(256,5,1), D(2,6), C(256,5,1), C(256,1,1), D(3,6), C(128,3,1), C(512,1,1), D(4,6), C(512,5,1), C(128,3,1), D(5,6), C(64,3,1), C(128,3,1), D(6,6), SM(10)]",svhn,11162304,13,0.001,0.666,0.8504,0.8782,0.8762,0.892,0.9128,0.9132,0.9132,0.9162,0.9158,0.9214,0.923,0.9238,0.9256,0.9248,0.9248,0.9242,0.9242,0.9248,0.9244
"[C(512,1,1), P(2,2), D(1,4), C(64,5,1), C(256,3,1), D(2,4), C(256,5,1), C(256,1,1), D(3,4), C(256,1,1), C(64,5,1), D(4,4), SM(10)]",svhn,3249664,9,0.0004,0.7412,0.8012,0.8292,0.8468,0.8606,0.8764,0.8806,0.8872,0.8856,0.894,0.8958,0.8982,0.8994,0.8982,0.9004,0.9002,0.9004,0.9006,0.9004,0.9018
"[C(512,5,1), P(5,3), D(1,4), C(128,5,1), C(256,5,1), D(2,4), C(256,5,1), C(256,1,1), D(3,4), C(256,1,1), C(64,5,1), D(4,4), SM(10)]",svhn,4777472,9,0.0004,0.4884,0.8132,0.8618,0.872,0.8876,0.8978,0.8984,0.902,0.9078,0.9058,0.9112,0.9138,0.916,0.9166,0.9154,0.9162,0.916,0.9182,0.9168,0.9168
"[C(512,5,1), C(64,5,1), D(1,6), C(128,5,1), C(256,5,1), D(2,6), C(256,5,1), C(256,1,1), D(3,6), P(2,2), C(256,1,1), D(4,6), C(256,5,1), C(512,5,1), D(5,6), C(256,3,1), C(128,3,1), D(6,6), SM(10)]",svhn,10188288,13,0.0004,0.8282,0.8998,0.9198,0.9254,0.9298,0.9428,0.943,0.9446,0.9432,0.9456,0.9488,0.9492,0.9488,0.9474,0.9492,0.9504,0.9506,0.9504,0.9506,0.9496
"[C(512,5,1), C(64,5,1), D(1,4), C(128,5,1), P(3,2), D(2,4), C(256,5,1), C(256,1,1), D(3,4), C(256,1,1), C(64,5,1), D(4,4), SM(10)]",svhn,2524672,9,0.0004,0.6966,0.7902,0.822,0.8584,0.8652,0.88,0.8822,0.886,0.8912,0.8934,0.8954,0.8942,0.8958,0.8972,0.8956,0.898,0.8988,0.899,0.8986,0.8982
"[C(512,5,1), C(64,5,1), D(1,4), C(128,5,1), C(256,5,1), D(2,4), C(256,5,1), C(256,1,1), D(3,4), C(128,5,1), SM(10)]",svhn,4814336,8,0.0004,0.8182,0.8426,0.8556,0.8714,0.8806,0.9008,0.9034,0.905,0.9016,0.8988,0.9108,0.9104,0.91,0.908,0.9118,0.9134,0.9126,0.9132,0.9146,0.9136
"[C(512,5,1), C(64,5,1), D(1,5), C(128,5,1), C(256,1,1), D(2,5), C(256,5,1), C(256,1,1), D(3,5), C(256,1,1), C(64,5,1), D(4,5), C(128,3,1), SM(10)]",svhn,3495424,10,0.00016,0.6688,0.7416,0.7756,0.8232,0.8472,0.8622,0.8686,0.8746,0.8788,0.8842,0.8864,0.8882,0.888,0.888,0.892,0.8918,0.8916,0.8922,0.8924,0.8926
"[C(512,5,1), C(64,5,1), D(1,4), C(128,5,1), C(256,3,1), D(2,4), C(256,5,1), C(256,1,1), D(3,4), C(256,1,1), C(64,5,1), D(4,4), SM(10)]",svhn,3638784,9,0.00016,0.7284,0.8274,0.8544,0.878,0.8846,0.9074,0.9058,0.9084,0.911,0.9146,0.9174,0.9186,0.9194,0.9182,0.9196,0.92,0.9206,0.9214,0.9216,0.9212
"[C(512,5,1), C(64,5,1), D(1,4), C(128,5,1), C(64,1,1), D(2,4), C(512,5,1), C(128,1,1), D(3,4), C(128,5,1), SM(10)]",svhn,2774528,8,0.0004,0.5944,0.771,0.821,0.8464,0.8656,0.8864,0.894,0.8978,0.9028,0.9014,0.9118,0.9108,0.9138,0.915,0.9164,0.917,0.9166,0.9168,0.917,0.9164
"[C(512,5,1), C(64,5,1), D(1,6), C(128,5,1), C(256,3,1), D(2,6), C(256,5,1), C(256,1,1), D(3,6), P(2,2), C(256,1,1), D(4,6), C(256,5,1), C(512,5,1), D(5,6), C(256,3,1), C(128,3,1), D(6,6), SM(10)]",svhn,9664000,13,0.001,0.7066,0.8674,0.8974,0.9074,0.9096,0.9294,0.9318,0.936,0.9386,0.9406,0.942,0.943,0.9428,0.9438,0.9448,0.944,0.945,0.9448,0.9448,0.9442
"[C(512,5,1), C(64,5,1), D(1,6), C(128,5,1), C(256,5,1), D(2,6), C(64,1,1), C(512,5,1), D(3,6), C(128,5,1), P(3,2), D(4,6), C(512,3,1), C(128,1,1), D(5,6), C(256,3,1), C(128,3,1), D(6,6), SM(10)]",svhn,5748224,13,0.0004,0.8192,0.8786,0.9002,0.9002,0.9054,0.9292,0.9316,0.934,0.9326,0.935,0.9412,0.9396,0.9406,0.9418,0.9412,0.9444,0.9442,0.945,0.9434,0.9436
"[C(512,5,1), C(64,5,1), D(1,6), C(128,5,1), C(256,5,1), D(2,6), C(256,5,1), C(256,1,1), D(3,6), C(64,3,1), C(128,1,1), D(4,6), C(256,5,1), C(512,5,1), D(5,6), C(256,3,1), C(128,3,1), D(6,6), SM(10)]",svhn,9459200,13,0.0004,0.82,0.8576,0.881,0.8984,0.9026,0.9212,0.9246,0.9278,0.9244,0.9272,0.933,0.9328,0.9338,0.9342,0.9356,0.9358,0.9354,0.9358,0.936,0.9364
"[C(512,5,1), C(64,5,1), D(1,4), C(128,5,1), C(256,3,1), D(2,4), C(128,3,1), C(512,5,1), D(3,4), C(128,5,1), SM(10)]",svhn,5338624,8,0.00016,0.8386,0.8562,0.8718,0.8768,0.8902,0.9106,0.9136,0.9142,0.9136,0.9134,0.9208,0.9208,0.9194,0.9184,0.921,0.9202,0.9202,0.9198,0.9192,0.9198
"[C(128,1,1), C(256,5,1), D(1,4), C(128,5,1), C(256,3,1), D(2,4), P(5,3), C(256,5,1), D(3,4), C(256,1,1), C(64,5,1), D(4,4), SM(10)]",svhn,4149632,9,0.001,0.7344,0.8502,0.876,0.8872,0.9064,0.9228,0.923,0.9224,0.9272,0.928,0.9318,0.9352,0.9344,0.9362,0.9368,0.937,0.936,0.9364,0.9362,0.937
"[C(128,1,1), C(256,5,1), D(1,4), C(128,5,1), C(256,3,1), D(2,4), C(256,5,1), C(256,1,1), D(3,4), C(256,1,1), C(512,1,1), D(4,4), GAP(10), SM(10)]",svhn,3839360,10,0.000064,0.2946,0.5532,0.6736,0.7848,0.812,0.8432,0.8472,0.8518,0.8582,0.8656,0.8632,0.8616,0.8638,0.8628,0.8638,0.8684,0.8682,0.8694,0.8692,0.8694
