net,training_dataset,num_params,depth,lr,acc_1,acc_2,acc_3,acc_4,acc_5,acc_6,acc_7,acc_8,acc_9,acc_10,acc_11,acc_12,acc_13,acc_14,acc_15,acc_16,acc_17,acc_18,acc_19,acc_20
"[C(512,1,1), C(64,5,1), D(1,6), C(128,3,1), C(128,1,1), D(2,6), C(128,5,1), C(256,5,1), D(3,6), C(256,3,1), C(512,3,1), D(4,6), C(256,1,1), C(64,3,1), D(5,6), P(5,3), SM(10)]",svhn,4187648,12,0.00016,0.7544,0.8476,0.8596,0.8802,0.8882,0.9118,0.9138,0.9176,0.9158,0.9188,0.9254,0.9264,0.9256,0.9266,0.927,0.9296,0.9302,0.9282,0.9282,0.9284
"[C(512,1,1), C(64,5,1), D(1,6), C(64,3,1), C(64,3,1), D(2,6), C(256,3,1), C(256,5,1), D(3,6), C(256,1,1), C(128,5,1), D(4,6), C(128,5,1), C(128,5,1), D(5,6), C(256,5,1), C(256,5,1), D(6,6), SM(10)]",svhn,8480256,13,0.00016,0.8312,0.8782,0.8934,0.9042,0.914,0.93,0.9306,0.9312,0.9314,0.9332,0.9356,0.9348,0.9344,0.9348,0.9346,0.9346,0.9346,0.936,0.9348,0.935
"[C(64,1,1), C(128,5,1), D(1,6), C(256,3,1), P(5,3), D(2,6), C(128,1,1), C(64,1,1), D(3,6), C(64,1,1), C(256,5,1), D(4,6), C(256,3,1), C(128,3,1), D(5,6), C(64,3,1), C(128,1,1), D(6,6), SM(10)]",svhn,1937600,13,0.001,0.7732,0.866,0.8882,0.907,0.909,0.9208,0.9286,0.9276,0.9278,0.9286,0.9368,0.9384,0.9362,0.9384,0.9392,0.9412,0.9414,0.941,0.9408,0.9416
"[C(64,1,1), C(512,5,1), D(1,6), P(5,3), C(256,3,1), D(2,6), C(512,3,1), C(256,1,1), D(3,6), C(512,5,1), C(512,1,1), D(4,6), P(2,2), C(512,1,1), D(5,6), C(128,1,1), SM(10)]",svhn,7192768,12,0.001,0.7846,0.8656,0.873,0.8886,0.895,0.9194,0.919,0.9154,0.9228,0.9246,0.9308,0.9294,0.9302,0.9326,0.9326,0.935,0.9356,0.9366,0.936,0.9356
"[C(64,1,1), C(128,3,1), D(1,5), P(3,2), C(64,1,1), D(2,5), P(2,2), FC(256), D(3,5), FC(128), D(4,5), SM(10)]",svhn,934080,8,0.001,0.7142,0.7718,0.7758,0.829,0.83,0.8726,0.878,0.8736,0.8826,0.8856,0.8924,0.8956,0.8966,0.8968,0.8982,0.9002,0.9004,0.8994,0.9014,0.9012
"[C(64,3,1), P(2,2), D(1,2), C(128,1,1), SM(10)]",svhn,26304,4,0.001,0.4794,0.5998,0.6856,0.7084,0.7184,0.7646,0.768,0.7706,0.782,0.7872,0.8046,0.8058,0.8098,0.808,0.8096,0.8134,0.8118,0.8138,0.8134,0.814
"[C(256,5,1), P(5,3), D(1,6), C(128,5,1), C(64,5,1), D(2,6), C(512,1,1), C(512,1,1), D(3,6), C(64,5,1), C(512,3,1), D(4,6), P(3,2), C(128,3,1), D(5,6), C(256,1,1), C(64,1,1), D(6,6), SM(10)]",svhn,3095296,13,0.0004,0.4304,0.7216,0.8402,0.865,0.8748,0.8936,0.8846,0.8938,0.8996,0.8982,0.9114,0.9124,0.9146,0.9184,0.9178,0.9194,0.9196,0.9192,0.9204,0.9204
"[C(128,5,1), C(256,5,1), D(1,5), C(128,5,1), P(3,2), D(2,5), C(128,1,1), C(512,3,1), D(3,5), C(256,5,1), C(512,5,1), D(4,5), C(128,5,1), C(64,1,1), D(5,5), SM(10)]",svhn,10458496,11,0.001,0.7616,0.863,0.8958,0.9014,0.9022,0.9232,0.9292,0.9326,0.9326,0.9344,0.9428,0.9436,0.9436,0.9444,0.9444,0.9454,0.9448,0.9462,0.9458,0.9448
"[C(256,5,1), C(128,1,1), D(1,3), C(128,1,1), C(256,1,1), D(2,3), C(64,1,1), SM(10)]",svhn,121600,6,0.001,0.5346,0.7844,0.7892,0.7954,0.8152,0.843,0.8476,0.842,0.8424,0.8446,0.8578,0.8592,0.8608,0.8602,0.8618,0.8624,0.864,0.8624,0.8618,0.862
"[C(128,3,1), C(256,3,1), D(1,2), C(64,3,1), C(512,5,1), D(2,2), SM(10)]",svhn,7818624,5,0.000026,0.2708,0.411,0.505,0.6008,0.7086,0.7386,0.7522,0.7648,0.7796,0.7948,0.8058,0.809,0.812,0.8136,0.8168,0.8188,0.818,0.8202,0.8212,0.8216
"[C(128,3,1), C(64,1,1), D(1,1), SM(10)]",svhn,15744,3,0.001,0.6304,0.19,0.5472,0.62,0.6216,0.6614,0.676,0.6758,0.6924,0.739,0.761,0.763,0.7642,0.7658,0.7696,0.786,0.7862,0.7874,0.7862,0.789
"[C(128,5,1), C(512,1,1), D(1,2), C(256,3,1), C(128,1,1), D(2,2), SM(10)]",svhn,1303936,5,0.001,0.3116,0.6834,0.7276,0.7786,0.8306,0.8506,0.854,0.856,0.8662,0.8664,0.889,0.8914,0.8904,0.8878,0.8924,0.898,0.899,0.8994,0.898,0.8988
"[C(256,5,1), C(512,3,1), D(1,2), C(128,3,1), SM(10)]",svhn,1936128,4,0.000064,0.308,0.6924,0.7618,0.8132,0.8192,0.8496,0.8546,0.8602,0.863,0.863,0.8728,0.8716,0.8716,0.8728,0.8726,0.8748,0.876,0.8752,0.8752,0.8756
"[C(64,5,1), C(128,1,1), D(1,5), C(128,1,1), C(512,1,1), D(2,5), C(256,1,1), C(512,1,1), D(3,5), C(64,3,1), C(64,1,1), D(4,5), C(256,3,1), C(512,3,1), D(5,5), SM(10)]",svhn,4342464,11,0.0004,0.7904,0.8364,0.8456,0.8566,0.8614,0.8686,0.8706,0.8696,0.8702,0.8712,0.8734,0.8736,0.8748,0.8748,0.8756,0.8766,0.8764,0.8766,0.8772,0.8756
"[C(512,3,1), C(128,1,1), D(1,6), C(256,1,1), C(128,1,1), D(2,6), C(128,3,1), C(512,1,1), D(3,6), C(128,3,1), C(256,1,1), D(4,6), C(256,5,1), C(64,1,1), D(5,6), P(3,2), C(256,5,1), D(6,6), SM(10)]",svhn,4683264,13,0.0004,0.8532,0.8934,0.8958,0.9084,0.9106,0.9254,0.9302,0.9234,0.9282,0.9276,0.9304,0.9306,0.9304,0.9272,0.93,0.9296,0.9296,0.9288,0.93,0.9308
"[C(128,5,1), C(64,5,1), D(1,5), C(128,3,1), C(64,3,1), D(2,5), C(128,5,1), P(5,3), D(3,5), C(128,1,1), C(512,3,1), D(4,5), P(5,3), SM(10)]",svhn,1172864,10,0.000064,0.3356,0.6116,0.7566,0.7918,0.8296,0.8478,0.8516,0.8544,0.8636,0.8662,0.8722,0.8718,0.8748,0.876,0.8768,0.878,0.8784,0.8782,0.8786,0.878
"[C(64,5,1), C(64,3,1), D(1,2), C(512,1,1), C(512,1,1), D(2,2), SM(10)]",svhn,598720,5,0.001,0.323,0.6002,0.6678,0.6614,0.7052,0.727,0.7296,0.733,0.74,0.7488,0.7506,0.748,0.7504,0.753,0.7482,0.7556,0.7576,0.7548,0.7576,0.7574
"[C(256,3,1), C(256,5,1), D(1,8), C(128,1,1), P(3,2), D(2,8), C(256,1,1), P(3,2), D(3,8), C(512,1,1), C(128,3,1), D(4,8), C(64,3,1), C(512,3,1), D(5,8), FC(512), D(6,8), FC(512), D(7,8), SM(10)]",svhn,16169728,13,0.0004,0.636,0.8016,0.857,0.88,0.8908,0.9068,0.913,0.9138,0.9146,0.9214,0.9272,0.9264,0.9278,0.9284,0.9284,0.928,0.9286,0.9286,0.9284,0.9296
"[C(256,3,1), C(128,1,1), D(1,4), C(64,3,1), P(2,2), D(2,4), C(128,3,1), C(256,3,1), D(3,4), C(256,5,1), C(256,5,1), D(4,4), GAP(10), SM(10)]",svhn,3761408,10,0.001,0.3068,0.8528,0.9118,0.9166,0.9128,0.9314,0.9346,0.9336,0.9326,0.9354,0.9466,0.9482,0.9456,0.9482,0.9494,0.9504,0.9512,0.9512,0.951,0.9508
"[C(128,1,1), C(256,5,1), D(1,3), C(64,3,1), C(256,3,1), D(2,3), C(256,1,1), C(512,5,1), D(3,3), SM(10)]",svhn,11010432,7,0.0004,0.774,0.8104,0.847,0.8482,0.8464,0.87,0.8762,0.8756,0.875,0.8762,0.8802,0.8816,0.8816,0.883,0.8806,0.882,0.8818,0.8828,0.8818,0.8822
"[C(512,3,1), C(256,3,1), D(1,8), C(128,5,1), P(3,2), D(2,8), C(512,1,1), C(128,3,1), D(3,8), C(512,1,1), C(64,1,1), D(4,8), P(3,2), C(64,3,1), D(5,8), FC(128), D(6,8), FC(128), D(7,8), SM(10)]",svhn,3237376,13,0.001,0.7466,0.8,0.8548,0.8686,0.89,0.907,0.9096,0.91,0.9164,0.9166,0.9216,0.9236,0.924,0.9248,0.9264,0.9262,0.9262,0.9268,0.9282,0.9272
"[C(256,3,1), C(512,3,1), D(1,6), C(128,1,1), C(64,1,1), D(2,6), C(512,5,1), C(256,1,1), D(3,6), C(256,3,1), C(512,1,1), D(4,6), C(64,1,1), P(3,2), D(5,6), C(256,5,1), P(3,2), D(6,6), SM(10)]",svhn,3373824,13,0.001,0.4886,0.8378,0.8756,0.8924,0.8996,0.9138,0.9146,0.9196,0.92,0.9228,0.9318,0.9298,0.9312,0.9294,0.9322,0.9364,0.9372,0.9366,0.9364,0.9364
"[C(256,1,1), C(256,1,1), D(1,6), C(128,3,1), C(64,1,1), D(2,6), C(256,1,1), C(256,5,1), D(3,6), C(64,1,1), C(64,5,1), D(4,6), C(64,3,1), C(256,5,1), D(5,6), C(64,3,1), C(64,3,1), D(6,6), SM(10)]",svhn,2810624,13,0.001,0.7526,0.8146,0.8706,0.8846,0.8828,0.911,0.9176,0.9194,0.9188,0.9226,0.928,0.9296,0.9278,0.9278,0.9284,0.9286,0.9278,0.9286,0.9278,0.9272
"[C(256,3,1), C(128,1,1), D(1,4), C(512,5,1), C(256,3,1), D(2,4), C(256,3,1), C(256,5,1), D(3,4), C(64,1,1), C(64,3,1), D(4,4), SM(10)]",svhn,5176064,9,0.001,0.7756,0.869,0.8864,0.8958,0.8998,0.9172,0.9166,0.9214,0.9228,0.9226,0.9296,0.929,0.93,0.9316,0.9308,0.9334,0.9314,0.9328,0.934,0.9348
"[C(64,1,1), C(512,1,1), D(1,3), C(512,3,1), C(128,5,1), D(2,3), C(64,1,1), C(256,5,1), D(3,3), SM(10)]",svhn,6086848,7,0.000064,0.473,0.7366,0.771,0.7904,0.8156,0.8332,0.8448,0.852,0.8536,0.859,0.8576,0.8586,0.8608,0.861,0.8636,0.8636,0.864,0.8626,0.863,0.864
"[C(64,1,1), C(256,3,1), D(1,5), C(256,3,1), C(512,1,1), D(2,5), C(512,5,1), C(256,5,1), D(3,5), C(256,1,1), C(128,1,1), D(4,5), C(256,5,1), SM(10)]",svhn,13254848,10,0.0004,0.8078,0.8504,0.8568,0.8692,0.8654,0.8912,0.8938,0.8934,0.8948,0.8932,0.8958,0.898,0.897,0.897,0.8968,0.897,0.8972,0.8966,0.8976,0.8968
"[C(256,3,1), C(512,3,1), D(1,8), P(5,3), C(128,3,1), D(2,8), C(512,5,1), C(512,1,1), D(3,8), C(256,3,1), P(3,2), D(4,8), C(128,3,1), C(128,3,1), D(5,8), FC(256), D(6,8), FC(128), D(7,8), SM(10)]",svhn,5872384,13,0.0004,0.5692,0.8058,0.8326,0.8524,0.8722,0.9066,0.9078,0.9178,0.9102,0.919,0.9268,0.9284,0.9288,0.9296,0.9308,0.9294,0.9318,0.9314,0.931,0.9314
"[C(128,5,1), C(64,5,1), D(1,7), P(2,2), C(512,1,1), D(2,7), C(128,3,1), C(128,5,1), D(3,7), P(2,2), C(256,3,1), D(4,7), P(5,3), FC(512), D(5,7), FC(512), D(6,7), SM(10)]",svhn,2590080,12,0.00016,0.6512,0.8446,0.8706,0.8808,0.8884,0.9078,0.9148,0.9142,0.9178,0.921,0.9242,0.926,0.9246,0.9254,0.9264,0.9272,0.9266,0.9284,0.9282,0.9282
"[C(128,5,1), P(3,2), D(1,6), C(512,5,1), C(128,5,1), D(2,6), C(128,5,1), C(256,5,1), D(3,6), P(2,2), FC(256), D(4,6), FC(128), D(5,6), SM(10)]",svhn,7775616,10,0.0004,0.7116,0.8054,0.8398,0.8576,0.8698,0.895,0.899,0.9018,0.9072,0.9112,0.9164,0.9196,0.9206,0.9214,0.9216,0.9216,0.9224,0.9224,0.9222,0.9224
"[C(256,3,1), P(5,3), D(1,6), C(512,3,1), C(64,5,1), D(2,6), C(256,5,1), C(512,5,1), D(3,6), C(512,3,1), C(128,1,1), D(4,6), C(256,5,1), C(512,3,1), D(5,6), P(3,2), SM(10)]",svhn,10115840,12,0.000064,0.3764,0.7284,0.7736,0.8076,0.8404,0.8552,0.8618,0.8618,0.865,0.8724,0.877,0.8774,0.881,0.8792,0.883,0.883,0.8828,0.8826,0.8838,0.8844
"[C(128,1,1), C(64,5,1), D(1,6), C(256,1,1), P(2,2), D(2,6), C(512,5,1), P(2,2), D(3,6), C(128,3,1), C(256,3,1), D(4,6), C(256,3,1), C(128,5,1), D(5,6), C(128,3,1), C(64,1,1), D(6,6), SM(10)]",svhn,5951872,13,0.0004,0.7656,0.8558,0.8864,0.9034,0.9072,0.926,0.9266,0.934,0.93,0.9334,0.9394,0.9374,0.9386,0.9398,0.939,0.9402,0.9402,0.9402,0.9412,0.941
"[C(256,1,1), C(128,3,1), D(1,5), P(3,2), C(256,5,1), D(2,5), C(512,3,1), C(64,1,1), D(3,5), P(5,3), C(128,1,1), D(4,5), C(64,3,1), C(512,3,1), D(5,5), SM(10)]",svhn,5063424,11,0.001,0.4976,0.7154,0.8088,0.8448,0.8586,0.8814,0.8912,0.8938,0.892,0.9018,0.906,0.9048,0.9064,0.9066,0.9084,0.9086,0.9092,0.909,0.9094,0.9108
"[C(128,1,1), C(256,3,1), D(1,2), P(3,2), SM(10)]",svhn,295296,4,0.0004,0.5998,0.6516,0.665,0.6562,0.6612,0.6952,0.7006,0.7332,0.7594,0.7646,0.7706,0.7704,0.77,0.7724,0.7738,0.783,0.7824,0.783,0.7832,0.7838
"[C(128,3,1), C(128,3,1), D(1,5), C(128,1,1), P(5,3), D(2,5), C(128,5,1), P(3,2), D(3,5), FC(128), D(4,5), SM(10)]",svhn,855424,8,0.001,0.6488,0.7048,0.747,0.7556,0.7666,0.775,0.7736,0.7788,0.7812,0.788,0.792,0.7952,0.7978,0.8016,0.8006,0.8012,0.802,0.8012,0.8016,0.8048
"[C(64,5,1), P(5,3), D(1,3), C(256,1,1), C(256,3,1), D(2,3), C(128,5,1), SM(10)]",svhn,1839808,6,0.001,0.501,0.7894,0.8322,0.8476,0.8422,0.8768,0.8764,0.8872,0.886,0.8892,0.8982,0.902,0.9024,0.9036,0.9044,0.9078,0.9076,0.9076,0.9088,0.9092
"[C(256,3,1), C(128,1,1), D(1,1), SM(10)]",svhn,56064,3,0.0004,0.7056,0.7382,0.7442,0.768,0.7756,0.7944,0.797,0.7954,0.8062,0.7876,0.8154,0.812,0.8158,0.8166,0.8148,0.818,0.8168,0.8184,0.818,0.8174
"[C(128,1,1), C(128,5,1), D(1,5), P(2,2), C(128,5,1), D(2,5), C(128,1,1), C(512,3,1), D(3,5), C(256,5,1), C(256,3,1), D(4,5), C(512,3,1), SM(10)]",svhn,8831360,10,0.001,0.7728,0.8466,0.8642,0.8906,0.8908,0.9254,0.9296,0.9302,0.9302,0.9308,0.9364,0.9364,0.9338,0.9362,0.9352,0.9362,0.937,0.9362,0.9356,0.9352
"[C(256,3,1), C(64,5,1), D(1,6), C(128,5,1), C(256,5,1), D(2,6), C(128,5,1), C(128,1,1), D(3,6), C(256,1,1), C(64,3,1), D(4,6), C(128,3,1), C(512,5,1), D(5,6), C(512,5,1), C(128,3,1), D(6,6), SM(10)]",svhn,11459328,13,0.00016,0.8178,0.881,0.9,0.9118,0.9208,0.934,0.934,0.935,0.9346,0.935,0.9368,0.9374,0.937,0.9366,0.9384,0.9396,0.939,0.9398,0.94,0.9404
"[C(64,1,1), C(128,3,1), D(1,5), C(64,5,1), P(5,3), D(2,5), C(512,3,1), C(512,5,1), D(3,5), C(64,1,1), P(2,2), D(4,5), C(512,1,1), SM(10)]",svhn,7454912,10,0.00016,0.4778,0.737,0.8494,0.8704,0.887,0.9134,0.9138,0.92,0.9216,0.9252,0.929,0.9294,0.931,0.9312,0.93,0.9312,0.9308,0.9318,0.932,0.9322
"[C(128,1,1), C(128,3,1), D(1,3), C(64,1,1), C(512,3,1), D(2,3), C(128,3,1), SM(10)]",svhn,1188224,6,0.0004,0.6186,0.8018,0.81,0.8464,0.859,0.8778,0.8802,0.8736,0.883,0.8794,0.883,0.8814,0.8826,0.8818,0.8822,0.8828,0.882,0.8822,0.8822,0.881
"[C(256,5,1), C(512,1,1), D(1,3), C(512,1,1), C(64,1,1), D(2,3), P(5,3), SM(10)]",svhn,445184,6,0.000064,0.4832,0.6822,0.7356,0.7472,0.77,0.7914,0.8006,0.805,0.8016,0.808,0.8078,0.812,0.8106,0.8116,0.8152,0.8182,0.8204,0.8188,0.8204,0.821
"[C(64,3,1), SM(10)]",svhn,38592,2,0.001,0.6776,0.678,0.6594,0.6286,0.6772,0.7114,0.7066,0.7096,0.702,0.695,0.738,0.7362,0.734,0.724,0.7198,0.729,0.7292,0.7286,0.7278,0.7284
"[C(512,1,1), C(128,3,1), D(1,6), C(256,3,1), C(128,5,1), D(2,6), C(512,3,1), C(512,1,1), D(3,6), C(256,5,1), C(512,1,1), D(4,6), C(64,1,1), C(64,1,1), D(5,6), C(256,1,1), C(512,1,1), D(6,6), SM(10)]",svhn,6411776,13,0.000064,0.5532,0.7558,0.8204,0.8714,0.879,0.8968,0.8968,0.8972,0.9002,0.9036,0.9026,0.904,0.903,0.9026,0.9042,0.9048,0.905,0.9048,0.904,0.9052
"[C(512,5,1), C(64,3,1), D(1,3), C(256,3,1), P(3,2), D(2,3), C(512,5,1), C(256,1,1), D(3,3), SM(10)]",svhn,3954176,7,0.00016,0.706,0.804,0.8538,0.872,0.8844,0.8874,0.8946,0.8936,0.8978,0.8938,0.9014,0.902,0.9036,0.9038,0.9018,0.906,0.9056,0.9056,0.9054,0.907
"[C(256,3,1), C(64,5,1), D(1,7), C(128,5,1), C(256,5,1), D(2,7), C(512,3,1), P(3,2), D(3,7), C(128,1,1), P(5,3), D(4,7), FC(128), D(5,7), FC(128), D(6,7), SM(10)]",svhn,2980608,11,0.0004,0.518,0.8172,0.8526,0.8728,0.899,0.9084,0.9112,0.9124,0.9118,0.9166,0.9214,0.9206,0.9188,0.9226,0.922,0.9226,0.9234,0.9222,0.9226,0.9236
"[C(64,3,1), C(64,3,1), D(1,2), C(64,3,1), SM(10)]",svhn,112320,4,0.00016,0.6574,0.7808,0.8038,0.8122,0.8348,0.8498,0.8526,0.8546,0.8578,0.8596,0.8654,0.8658,0.8676,0.8674,0.868,0.8668,0.8676,0.8674,0.8674,0.8668
"[C(128,5,1), P(5,3), D(1,4), C(128,5,1), C(64,1,1), D(2,4), P(2,2), C(512,3,1), D(3,4), P(3,2), SM(10)]",svhn,722304,8,0.001,0.6212,0.748,0.7928,0.8216,0.834,0.8524,0.858,0.8706,0.8716,0.8786,0.892,0.8938,0.8922,0.8968,0.896,0.899,0.9006,0.9008,0.8992,0.8998
"[C(256,5,1), C(64,1,1), D(1,2), C(512,3,1), SM(10)]",svhn,2689792,4,0.0004,0.6454,0.7624,0.7824,0.791,0.8124,0.8504,0.8532,0.8508,0.8528,0.8524,0.864,0.8624,0.863,0.865,0.8666,0.8674,0.8664,0.8666,0.8676,0.8674
"[C(128,1,1), C(128,5,1), D(1,6), C(64,3,1), C(512,1,1), D(2,6), P(2,2), C(512,5,1), D(3,6), C(256,3,1), C(128,5,1), D(4,6), C(512,3,1), C(128,5,1), D(5,6), C(128,1,1), C(512,5,1), D(6,6), SM(10)]",svhn,19505536,13,0.0004,0.4756,0.784,0.8464,0.8832,0.9014,0.916,0.9154,0.9222,0.9212,0.9242,0.9318,0.9328,0.931,0.932,0.932,0.933,0.9336,0.9338,0.9358,0.9358
"[C(64,1,1), C(256,1,1), D(1,6), C(512,5,1), P(3,2), D(2,6), C(128,5,1), C(256,3,1), D(3,6), C(64,5,1), C(256,3,1), D(4,6), C(256,5,1), P(3,2), D(5,6), C(128,3,1), C(64,1,1), D(6,6), SM(10)]",svhn,7729344,13,0.001,0.719,0.8332,0.8494,0.8752,0.8882,0.9078,0.9096,0.9078,0.9172,0.9214,0.9282,0.928,0.927,0.9296,0.9308,0.9324,0.9328,0.934,0.9334,0.9316
"[C(512,1,1), C(256,5,1), D(1,3), C(128,1,1), C(256,1,1), D(2,3), C(256,1,1), SM(10)]",svhn,3474944,6,0.000064,0.6664,0.7526,0.7784,0.8058,0.7896,0.8352,0.833,0.8404,0.8414,0.8402,0.8554,0.856,0.858,0.8598,0.8578,0.86,0.8604,0.8598,0.8616,0.8598
"[C(256,5,1), C(512,1,1), D(1,6), C(512,3,1), C(512,1,1), D(2,6), C(64,5,1), C(256,1,1), D(3,6), C(128,3,1), C(64,3,1), D(4,6), C(256,3,1), C(256,5,1), D(5,6), P(3,2), C(256,1,1), D(6,6), SM(10)]",svhn,5892864,13,0.00016,0.7582,0.8594,0.8828,0.8892,0.9032,0.9148,0.918,0.92,0.9222,0.9194,0.9212,0.923,0.9236,0.923,0.9238,0.9242,0.9238,0.9244,0.924,0.9246
"[C(128,3,1), C(128,1,1), D(1,6), C(128,1,1), C(128,1,1), D(2,6), C(64,3,1), C(256,1,1), D(3,6), C(512,1,1), P(3,2), D(4,6), C(512,3,1), C(256,1,1), D(5,6), P(3,2), C(512,1,1), D(6,6), SM(10)]",svhn,3157376,13,0.0004,0.3724,0.7882,0.842,0.8594,0.8486,0.8794,0.88,0.8722,0.8832,0.8798,0.9002,0.9004,0.9026,0.902,0.9022,0.9034,0.9024,0.904,0.9052,0.9038
"[C(64,5,1), C(512,1,1), D(1,4), P(3,2), C(256,5,1), D(2,4), C(256,5,1), C(512,3,1), D(3,4), C(128,1,1), SM(10)]",svhn,6214336,8,0.001,0.2784,0.3906,0.4148,0.3988,0.3924,0.4332,0.4352,0.4456,0.4506,0.4516,0.4574,0.455,0.4642,0.4594,0.4626,0.4618,0.468,0.464,0.465,0.4696
"[C(512,1,1), C(512,1,1), D(1,3), P(2,2), C(128,3,1), D(2,3), C(512,1,1), SM(10)]",svhn,1181184,6,0.000064,0.429,0.657,0.6694,0.7216,0.734,0.7638,0.769,0.7762,0.7786,0.7872,0.7916,0.7954,0.7974,0.7948,0.797,0.8032,0.8052,0.8058,0.8056,0.8088
"[C(64,1,1), C(128,1,1), D(1,6), C(128,1,1), C(512,5,1), D(2,6), P(3,2), C(128,3,1), D(3,6), C(512,3,1), C(512,5,1), D(4,6), P(2,2), C(128,3,1), D(5,6), C(256,1,1), C(512,3,1), D(6,6), SM(10)]",svhn,13557952,13,0.00016,0.606,0.778,0.8394,0.8656,0.879,0.901,0.9036,0.9034,0.9108,0.9126,0.9146,0.9164,0.9156,0.9182,0.9188,0.9168,0.9172,0.9184,0.9164,0.9174
"[C(64,5,1), C(512,3,1), D(1,6), C(64,3,1), P(2,2), D(2,6), C(512,1,1), C(256,1,1), D(3,6), C(256,3,1), C(256,3,1), D(4,6), C(64,3,1), C(256,5,1), D(5,6), C(256,1,1), C(256,3,1), D(6,6), SM(10)]",svhn,3740352,13,0.0004,0.7416,0.8192,0.8454,0.8914,0.8994,0.9206,0.9264,0.9288,0.9282,0.9292,0.9354,0.9356,0.9346,0.9366,0.9374,0.9378,0.939,0.9384,0.9378,0.939
"[C(128,1,1), C(128,3,1), D(1,1), SM(10)]",svhn,295296,3,0.00016,0.74,0.7496,0.698,0.7154,0.6698,0.7404,0.7484,0.7552,0.7668,0.7758,0.78,0.785,0.7854,0.783,0.7898,0.7908,0.7914,0.7928,0.7912,0.7904
"[C(64,5,1), C(128,3,1), D(1,5), P(2,2), C(128,1,1), D(2,5), P(2,2), C(256,5,1), D(3,5), P(5,3), FC(256), D(4,5), SM(10)]",svhn,1241792,9,0.001,0.8266,0.88,0.8884,0.8994,0.9116,0.9242,0.93,0.9294,0.929,0.9298,0.939,0.9366,0.9408,0.9386,0.938,0.9398,0.9412,0.9414,0.9402,0.9402
"[C(512,5,1), C(256,5,1), D(1,5), C(256,5,1), P(5,3), D(2,5), C(256,5,1), P(2,2), D(3,5), FC(256), D(4,5), SM(10)]",svhn,8295936,8,0.0004,0.7964,0.8434,0.8696,0.8792,0.8866,0.9088,0.915,0.9142,0.9194,0.9208,0.9234,0.926,0.9262,0.925,0.9262,0.9272,0.9268,0.9276,0.9264,0.9268
"[C(512,5,1), C(64,1,1), D(1,2), C(128,3,1), SM(10)]",svhn,292352,4,0.0004,0.6948,0.7888,0.81,0.802,0.8098,0.852,0.8522,0.8566,0.8596,0.8548,0.8608,0.8628,0.8626,0.8638,0.8624,0.8654,0.8648,0.8656,0.8648,0.8652
"[C(512,5,1), C(64,3,1), D(1,4), P(2,2), C(256,5,1), D(2,4), C(128,3,1), C(512,3,1), D(3,4), C(256,1,1), SM(10)]",svhn,1824256,8,0.000064,0.5138,0.7064,0.774,0.8236,0.8474,0.8684,0.8728,0.8764,0.8804,0.8822,0.8874,0.889,0.8918,0.8924,0.8926,0.8916,0.8912,0.8922,0.8924,0.892
"[C(64,3,1), C(128,3,1), D(1,6), C(64,1,1), C(512,1,1), D(2,6), C(128,5,1), C(64,5,1), D(3,6), C(512,1,1), C(64,1,1), D(4,6), C(256,5,1), C(128,5,1), D(5,6), C(128,1,1), C(128,3,1), D(6,6), SM(10)]",svhn,3565248,13,0.0004,0.7416,0.8314,0.879,0.8806,0.8988,0.9152,0.9166,0.915,0.9152,0.9184,0.9214,0.9236,0.9248,0.9246,0.923,0.9246,0.9254,0.925,0.9242,0.9256
"[C(64,5,1), C(256,5,1), D(1,7), P(5,3), C(128,1,1), D(2,7), C(128,1,1), C(256,5,1), D(3,7), P(2,2), C(256,1,1), D(4,7), C(512,3,1), C(256,3,1), D(5,7), FC(128), D(6,7), SM(10)]",svhn,4543168,12,0.001,0.8562,0.8928,0.8962,0.9064,0.9148,0.931,0.9342,0.9278,0.9336,0.9354,0.941,0.9432,0.9448,0.944,0.9444,0.945,0.9456,0.9462,0.945,0.9456
"[C(128,1,1), C(512,5,1), D(1,6), C(128,1,1), C(512,1,1), D(2,6), C(64,3,1), C(512,5,1), D(3,6), C(128,1,1), C(256,1,1), D(4,6), C(64,1,1), C(512,5,1), D(5,6), C(256,5,1), C(256,3,1), D(6,6), SM(10)]",svhn,8274304,13,0.00016,0.806,0.889,0.8976,0.9004,0.9066,0.9252,0.9252,0.9218,0.9236,0.921,0.9268,0.925,0.9262,0.9248,0.9246,0.9264,0.926,0.9246,0.926,0.9256
"[C(128,5,1), C(256,3,1), D(1,6), C(256,3,1), C(128,3,1), D(2,6), C(128,5,1), C(256,3,1), D(3,6), C(64,5,1), C(128,1,1), D(4,6), C(256,3,1), C(256,3,1), D(5,6), P(3,2), C(128,5,1), D(6,6), SM(10)]",svhn,4425088,13,0.0004,0.7622,0.862,0.893,0.8952,0.8972,0.9256,0.9304,0.9304,0.9306,0.933,0.9382,0.9368,0.9354,0.936,0.9354,0.9374,0.937,0.938,0.9376,0.9376
